City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,oktyabrskiy,54.4815,53.471,275.31,81,11,1.69,RU,1680477149
291,kitui,-1.367,38.0106,290.41,98,29,1.5,KE,1680477150
292,esil,51.9556,66.4042,273.81,64,0,5.19,KZ,1680477150
293,ilo,-17.6394,-71.3375,296.07,84,52,1.61,PE,1680477151
294,teya,60.3778,92.6267,265.89,92,100,3.41,RU,1680477151
295,lafiagi,8.8667,5.4167,304.99,38,81,2.88,NG,1680477151
296,pimenteiras,-6.2453,-41.4192,297.73,73,98,0.53,BR,1680477073
297,deputatskiy,69.3,139.9,254.75,83,92,1.15,RU,1680477152
298,englewood,39.6478,-104.9878,294.1,12,40,10.29,US,1680477152
299,comodoro rivadavia,-45.8667,-67.5,288.07,36,0,3.09,AR,1680477022
300,disna,55.568,28.1971,271.26,84,100,6.5,BY,1680477153
301,agua verde,22.9,-106.05,302.2,62,72,4.86,MX,1680477153
302,uvalde,29.3669,-99.767,306.1,32,0,0.0,US,1680477154
303,uncia,-18.467,-66.5685,284.91,59,68,3.58,BO,1680477154
304,qasigiannguit,68.8193,-51.1922,257.29,93,93,1.65,GL,1680477155
305,tasiilaq,65.6145,-37.6368,271.24,92,99,2.89,GL,1680477155
306,harlingen,26.1906,-97.6961,302.62,76,20,8.75,US,1680476951
307,skovorodino,53.9833,123.9167,270.81,97,100,0.67,RU,1680477155
308,osakarovka,50.565,72.5692,271.12,54,0,5.27,KZ,1680477156
309,decatur,39.8403,-88.9548,290.07,48,0,6.17,US,1680477156
310,belmonte,-15.8631,-38.8828,299.25,78,21,3.28,BR,1680477156
311,malakal,9.5334,31.6605,301.55,13,64,3.27,SS,1680477157
312,nuuk,64.1835,-51.7216,268.55,60,9,4.8,GL,1680477157
313,healdsburg,38.6105,-122.8692,289.87,55,75,7.2,US,1680477157
314,vila franca do campo,37.7167,-25.4333,286.38,60,29,6.69,PT,1680477157
315,ewa beach,21.3156,-158.0072,300.12,75,0,3.6,US,1680477158
316,aksu,41.1231,80.2644,281.01,16,0,0.54,CN,1680477158
317,ixtapa,20.7,-105.2,298.72,69,20,5.14,MX,1680477159
318,kalmunai,7.4167,81.8167,297.88,87,7,2.78,LK,1680477159
319,mahebourg,-20.4081,57.7,299.4,84,74,4.05,MU,1680477159
320,eureka,40.8021,-124.1637,282.49,80,100,2.68,US,1680477159
321,sabla,12.7525,4.7077,300.6,9,6,4.4,NG,1680477160
322,sinnamary,5.3833,-52.95,298.0,84,88,4.95,GF,1680477160
323,trairi,-3.2778,-39.2689,297.52,86,100,0.86,BR,1680476895
324,goderich,43.7501,-81.7165,277.54,64,40,5.03,CA,1680476887
325,buala,-8.145,159.5921,302.09,72,100,3.23,SB,1680477161
326,olinda,-8.0089,-34.8553,301.0,69,40,2.57,BR,1680477161
327,vostok,46.4856,135.8833,281.16,60,4,0.88,RU,1680477161
328,saint george,37.1041,-113.5841,295.34,20,0,4.47,US,1680476961
329,murmino,54.6036,40.0544,277.7,91,95,2.45,RU,1680477162
330,mount isa,-20.7333,139.5,297.02,33,53,3.09,AU,1680477162
331,paamiut,61.994,-49.6678,271.19,64,2,4.61,GL,1680477162
332,vredendal,-31.6683,18.5012,291.25,87,96,4.01,ZA,1680477163
333,dauphin,51.1494,-100.0502,269.45,96,100,7.81,CA,1680477163
334,matagami,49.7502,-77.6328,268.21,74,100,2.06,CA,1680477163
335,pachino,36.7186,15.0907,285.46,82,100,8.44,IT,1680477165
336,gat,31.61,34.7642,288.93,61,13,2.49,IL,1680477123
337,vardo,70.3705,31.1107,269.14,80,75,5.14,NO,1680477166
338,neftcala,39.3742,49.2472,281.41,84,61,2.85,AZ,1680477166
339,nueva loja,0.0847,-76.8828,295.38,91,76,0.85,EC,1680477167
340,bundaberg,-24.85,152.35,296.05,83,93,1.34,AU,1680477167
341,nykoping,58.753,17.0079,271.07,74,0,3.09,SE,1680477167
342,senanga,-16.1167,23.2667,291.84,90,100,1.88,ZM,1680477168
343,gandu,-13.7439,-39.4867,294.36,99,13,0.2,BR,1680477168
344,parker,32.7668,-97.8003,298.9,78,77,0.89,US,1680477169
345,bambous virieux,-20.3428,57.7575,299.38,85,78,3.75,MU,1680477169
346,grindavik,63.8424,-22.4338,277.41,87,100,7.2,IS,1680477170
347,lompoc,34.6391,-120.4579,293.03,71,4,5.36,US,1680477170
348,takoradi,4.8845,-1.7554,299.81,87,33,1.87,GH,1680477170
349,san francisco,37.7749,-122.4194,288.61,68,75,10.28,US,1680477119
350,natal,-5.795,-35.2094,299.51,89,0,1.03,BR,1680477171
351,saint-leu,-21.15,55.2833,298.61,86,99,1.52,RE,1680477171
352,baoding,38.8511,115.4903,285.73,37,100,4.19,CN,1680477063
353,imbituba,-28.24,-48.6703,292.83,71,1,0.93,BR,1680477172
354,masindi,1.6744,31.715,290.85,96,72,1.26,UG,1680477172
355,poronaysk,49.2167,143.1167,273.44,83,17,0.15,RU,1680477173
356,intipuca,13.1969,-88.0544,307.73,26,100,2.38,SV,1680477173
357,macaubas,-13.0194,-42.6986,300.62,34,91,1.6,BR,1680477173
358,tessalit,20.1986,1.0114,299.01,7,14,3.43,ML,1680477174
359,la serena,-29.9078,-71.2542,288.88,100,20,4.63,CL,1680477020
360,ekhabi,53.5102,142.9671,271.85,75,99,3.17,RU,1680477174
361,katsuura,35.1333,140.3,284.61,72,100,8.81,JP,1680477174
362,inhambane,-23.865,35.3833,296.68,70,52,2.84,MZ,1680477175
363,ponta delgada,37.7333,-25.6667,286.55,71,20,4.63,PT,1680477175
364,chapayevka,47.4711,36.3451,280.71,91,100,4.82,UA,1680477176
365,kjollefjord,70.9457,27.3465,272.18,81,91,6.07,NO,1680477176
366,luderitz,-26.6481,15.1594,288.96,86,4,5.46,NA,1680477176
367,agboville,5.928,-4.2132,298.38,90,84,0.76,CI,1680477177
368,ayagoz,47.9714,80.4392,266.51,60,9,4.31,KZ,1680477177
369,gorele,41.0308,39.0031,285.6,75,99,1.97,TR,1680477177
370,uyuni,-20.4597,-66.825,288.99,29,10,1.91,BO,1680477178
371,hailar,49.2,119.7,267.64,64,85,8.92,CN,1680477178
372,luwuk,-0.9516,122.7875,299.07,80,100,1.07,ID,1680477178
373,sinjar,36.3209,41.8754,286.26,70,93,0.75,IQ,1680477179
374,ilulissat,69.2167,-51.1,257.16,85,20,1.54,GL,1680477179
375,port hedland,-20.3167,118.5667,302.21,67,59,4.25,AU,1680477179
376,carnarvon,-24.8667,113.6333,296.75,79,64,4.01,AU,1680476922
377,batemans bay,-35.7167,150.1833,290.43,60,13,0.88,AU,1680477180
378,bell ville,-32.6259,-62.6887,292.96,61,100,1.88,AR,1680477180
379,krasnogorskiy,54.6025,61.231,273.15,80,0,2.36,RU,1680477180
380,eenhana,-17.4667,16.3333,293.43,65,31,2.95,NA,1680477181
381,sandy bay,-42.913,147.3532,288.87,69,20,3.6,AU,1680477181
382,ribeira brava,32.65,-17.0667,291.88,84,0,1.75,PT,1680477181
383,broken hill,-31.95,141.4333,288.91,34,88,2.69,AU,1680477182
384,kenitra,34.261,-6.5802,281.57,79,7,1.46,MA,1680477182
385,cocobeach,1.0002,9.5823,300.04,82,40,3.06,GA,1680477182
386,cidreira,-30.1811,-50.2056,293.63,65,9,3.46,BR,1680477023
387,yuzhno-sukhokumsk,44.6581,45.6436,281.33,64,41,3.51,RU,1680477183
388,kuopio,62.8924,27.677,269.12,54,0,2.06,FI,1680477184
389,whithorn,18.2604,-78.0378,299.51,81,71,0.4,JM,1680477184
390,mantua,45.1667,10.7833,285.49,87,43,0.89,IT,1680477123
391,saint-joseph,-21.3667,55.6167,297.36,81,99,3.3,RE,1680477184
392,severo-kurilsk,50.6789,156.125,273.46,85,99,6.65,RU,1680476938
393,chumikan,54.7183,135.315,269.13,75,100,1.5,RU,1680477185
394,alofi,-19.0595,-169.9187,299.53,79,63,9.06,NU,1680477186
395,sambava,-14.2667,50.1667,297.32,90,100,2.25,MG,1680477186
396,sibolga,1.7427,98.7792,296.62,93,100,0.6,ID,1680477186
397,hasaki,35.7333,140.8333,285.37,60,100,9.28,JP,1680477187
398,quatre cocos,-20.2078,57.7625,299.31,85,88,3.36,MU,1680477187
399,pilar,-9.5972,-35.9567,298.11,85,98,1.98,BR,1680477187
400,bad ischl,47.7111,13.6189,276.7,99,100,1.73,AT,1680477188
401,kodinsk,58.6881,99.1844,265.71,90,100,4.13,RU,1680477188
402,anchorage,61.2181,-149.9003,276.18,51,0,3.09,US,1680477189
403,sao joao da barra,-21.6403,-41.0511,298.2,75,58,5.12,BR,1680477188
404,alyangula,-13.8483,136.4192,301.96,64,86,3.6,AU,1680477190
405,minab,27.1467,57.0801,293.86,59,0,6.64,IR,1680477191
406,sipe sipe,-17.45,-66.3833,295.42,54,7,1.2,BO,1680477191
407,helsinki,60.1695,24.9355,273.02,69,0,7.6,FI,1680477191
408,eydhafushi,5.1033,73.0708,300.68,72,6,3.13,MV,1680477192
409,nelson,-41.2833,173.2833,289.42,87,26,0.86,NZ,1680476974
410,gobabis,-22.45,18.9667,291.92,57,18,4.05,NA,1680477193
411,sitka,57.0531,-135.33,279.09,70,75,3.09,US,1680477194
412,samalkha,29.2333,77.0167,292.27,63,3,0.61,IN,1680477195
413,kaniama,-7.5667,24.1833,291.89,97,71,0.75,CD,1680477196
414,sisimiut,66.9395,-53.6735,260.2,77,98,3.41,GL,1680477196
415,itupiranga,-5.1347,-49.3267,298.33,91,81,0.94,BR,1680477196
416,acajutla,13.5928,-89.8275,301.96,59,97,2.37,SV,1680477197
417,tongchuan,35.0806,109.0897,282.33,92,100,2.09,CN,1680477197
418,neuquen,-38.9516,-68.0591,291.09,52,0,0.0,AR,1680477197
419,cap malheureux,-19.9842,57.6142,299.52,77,92,0.89,MU,1680477198
420,timra,62.487,17.3257,265.97,86,23,1.54,SE,1680477198
421,vladimirskaya,44.5455,40.7933,281.88,68,93,2.1,RU,1680477198
422,bijie,27.3125,105.2942,287.06,60,1,3.45,CN,1680477199
423,guerrero negro,27.9769,-114.0611,290.68,61,1,9.33,MX,1680477199
424,sept-iles,50.2001,-66.3821,267.62,60,28,8.05,CA,1680477199
425,clyde river,70.4692,-68.5914,247.35,97,8,1.33,CA,1680477199
426,rio grande,-32.035,-52.0986,289.21,68,56,4.23,BR,1680477200
427,portsmouth,50.799,-1.0913,279.24,86,4,5.03,GB,1680477200
428,srandakan,-7.9386,110.2506,297.8,86,97,2.12,ID,1680477201
429,durazno,-33.4131,-56.5006,290.64,64,79,1.95,UY,1680477129
430,krasnoselkup,65.7,82.4667,268.92,96,100,4.46,RU,1680477201
431,paraiso,9.8383,-83.8656,296.01,83,98,2.31,CR,1680477202
432,knysna,-34.0363,23.0471,291.35,88,74,3.22,ZA,1680477202
433,ambanja,-13.6833,48.45,296.3,94,87,1.41,MG,1680477203
434,oranjemund,-28.55,16.4333,290.52,78,88,4.44,NA,1680477203
435,sao gabriel da cachoeira,-0.1303,-67.0892,296.47,95,73,0.41,BR,1680477203
436,warrnambool,-38.3833,142.4833,288.33,77,1,2.95,AU,1680477204
437,fortuna,40.5982,-124.1573,282.34,80,100,2.45,US,1680477204
438,muroto,33.2833,134.15,288.76,65,33,7.86,JP,1680477205
439,preston,53.7667,-2.7167,279.63,76,39,3.44,GB,1680477205
440,santa cruz,-17.8,-63.1667,302.18,70,20,3.09,BO,1680477202
441,urumqi,43.801,87.6005,269.68,40,0,2.0,CN,1680477206
442,zudilovo,53.4927,83.8937,267.85,92,88,1.35,RU,1680477133
443,bilibino,68.0546,166.4372,250.63,93,98,1.27,RU,1680477207
444,tura,25.5198,90.2201,291.18,82,61,2.18,IN,1680477207
445,brae,60.3964,-1.353,279.87,86,70,3.19,GB,1680477207
446,manono,-7.3,27.4167,293.61,89,99,0.8,CD,1680477208
447,tarko-sale,64.9225,77.785,269.28,90,100,5.78,RU,1680477208
448,taltal,-25.4,-70.4833,295.3,81,25,2.13,CL,1680477209
449,synya,65.3718,58.0387,263.61,97,86,1.39,RU,1680477209
450,ust-nera,64.5667,143.2,257.76,91,82,3.34,RU,1680477210
451,skive,56.5667,9.0333,273.77,84,0,2.64,DK,1680477210
452,petropavlovsk-kamchatskiy,53.0452,158.6483,274.48,64,0,3.0,RU,1680477210
453,gayeri,12.6497,0.4931,302.66,10,56,3.73,BF,1680477211
454,morehead,37.2711,-87.1764,291.36,36,0,4.12,US,1680477211
455,jati,24.3539,68.2671,297.06,76,5,6.47,PK,1680477211
456,uyemskiy,64.4743,40.8524,267.18,92,40,2.0,RU,1680477212
457,tateyama,34.9833,139.8667,284.59,68,99,8.04,JP,1680477212
458,tres picos,15.8667,-93.5333,303.54,64,88,2.76,MX,1680477213
459,poum,-20.2333,164.0167,299.89,72,8,2.2,NC,1680477213
460,khowst,33.3833,69.8833,284.86,90,100,1.61,AF,1680477214
461,awjilah,29.1081,21.2869,293.48,13,0,6.35,LY,1680477215
462,mingaora,34.7758,72.3625,286.54,87,100,2.08,PK,1680476998
463,lakatoro,-16.0999,167.4164,302.78,70,23,4.27,VU,1680477215
464,parkes,-33.1333,148.1833,295.01,50,0,2.24,AU,1680477216
465,rio tuba,8.5061,117.4317,299.26,81,99,1.24,PH,1680477216
466,ramon,16.7842,121.535,296.64,90,96,1.25,PH,1680477217
467,nabire,-3.3667,135.4833,296.92,91,100,1.88,ID,1680477217
468,orizona,-17.0314,-48.2958,292.32,89,68,1.17,BR,1680477217
469,kavaratti,10.5669,72.642,300.91,68,9,4.45,IN,1680477218
470,ljubovija,44.1894,19.3767,282.5,95,86,1.49,RS,1680477218
471,pacific grove,36.6177,-121.9166,289.09,67,40,5.81,US,1680477218
472,kushiro,42.975,144.3747,276.51,45,0,1.57,JP,1680477219
473,katherine,-14.4667,132.2667,301.33,74,20,2.57,AU,1680477219
474,coquimbo,-29.9533,-71.3436,289.0,100,20,4.63,CL,1680477125
475,port said,31.2565,32.2841,291.16,70,5,5.53,EG,1680477220
476,vao,-22.6667,167.4833,298.7,81,47,2.77,NC,1680477220
477,phaltan,17.9833,74.4333,294.85,66,9,3.18,IN,1680477220
478,port macquarie,-31.4333,152.9167,294.2,83,89,1.09,AU,1680477220
479,sedalia,38.7045,-93.2283,298.1,31,0,6.69,US,1680477221
480,pitimbu,-7.4706,-34.8086,300.48,74,74,3.1,BR,1680477221
481,mattru,7.6244,-11.8332,298.93,88,17,1.44,SL,1680477221
482,saint anthony,45.0205,-93.218,281.11,56,0,7.72,US,1680477222
483,puqi,29.7167,113.8833,292.62,97,100,1.93,CN,1680477222
484,hobyo,5.3505,48.5268,301.49,76,52,5.68,SO,1680477223
485,ryotsu,38.0833,138.4333,283.88,74,3,3.56,JP,1680477223
486,maragogi,-9.0122,-35.2225,299.16,78,100,2.65,BR,1680477112
487,nouadhibou,20.931,-17.0347,299.14,41,2,5.14,MR,1680477223
488,wollongong,-34.4333,150.8833,295.33,79,38,2.34,AU,1680477224
489,prince rupert,54.3161,-130.3201,278.79,64,48,3.47,CA,1680476994
490,sajanan,37.0573,9.2426,283.2,91,88,11.09,TN,1680477224
491,ornskoldsvik,63.2909,18.7153,262.68,100,44,1.54,SE,1680477225
492,cabedelo,-6.9811,-34.8339,300.52,75,86,3.52,BR,1680477225
493,sol-iletsk,51.1631,54.9918,278.16,55,46,4.97,RU,1680477225
494,karlstad,59.3793,13.5036,270.46,74,10,1.54,SE,1680477225
495,yershichi,53.6725,32.7542,278.43,99,100,1.14,RU,1680477226
496,namie,37.4833,141.0,284.66,72,100,4.31,JP,1680477226
497,missoula,47.0166,-113.8009,273.06,53,95,3.05,US,1680477225
498,north vanlaiphai,23.1333,93.0667,283.32,97,20,1.04,IN,1680477227
499,pryazha,61.6926,33.6216,270.72,87,100,5.45,RU,1680477227
500,mineiros,-17.5694,-52.5511,293.67,84,8,1.29,BR,1680477056
501,monte alegre,-2.0078,-54.0692,296.9,93,72,1.48,BR,1680476949
502,talaja,21.35,72.05,298.18,58,0,4.37,IN,1680477228
503,tromso,69.6496,18.957,271.16,50,0,9.77,NO,1680476968
504,bakel,14.905,-12.4568,303.75,9,0,0.96,SN,1680477228
505,neryungri,56.6709,124.6491,258.57,96,100,1.81,RU,1680477229
506,hefei,31.8639,117.2808,288.43,56,100,8.43,CN,1680477229
507,san jose,37.3394,-121.895,289.26,57,75,11.18,US,1680477184
508,mogadishu,2.0371,45.3438,300.87,78,96,2.13,SO,1680477229
509,kununurra,-15.7667,128.7333,297.14,94,64,3.09,AU,1680477038
510,garowe,8.4054,48.4845,299.07,66,36,4.99,SO,1680477230
511,hearst,49.6835,-83.6665,273.48,95,100,3.13,CA,1680477230
512,serik,36.9169,31.0989,288.01,84,100,1.62,TR,1680477230
513,senno,59.5336,33.9167,271.63,95,100,4.2,RU,1680477231
514,sergeyevka,53.88,67.4158,271.4,74,0,2.67,KZ,1680477231
515,tiszacsege,47.7,21.0,278.06,89,100,7.93,HU,1680477231
516,whitehorse,60.7161,-135.0538,273.16,53,97,0.45,CA,1680477073
517,nhulunbuy,-12.2333,136.7667,302.49,79,99,2.06,AU,1680477232
518,lanivtsi,49.8633,26.0908,277.42,96,100,6.37,UA,1680477232
519,kysyl-syr,63.8986,122.7617,261.8,93,90,3.74,RU,1680477232
520,tomatlan,19.9333,-105.25,302.26,47,90,3.27,MX,1680477233
521,rabo de peixe,37.8,-25.5833,285.88,71,20,4.63,PT,1680477233
522,labrea,-7.2586,-64.7981,296.53,96,71,1.3,BR,1680477234
523,port hueneme,34.1478,-119.1951,294.14,72,40,4.63,US,1680477234
524,padang,-0.9492,100.3543,297.18,87,100,0.52,ID,1680477234
525,arman,59.7,150.1667,268.16,76,30,3.56,RU,1680477234
526,araouane,18.9048,-3.5265,300.15,6,2,5.18,ML,1680477235
527,san buenaventura,27.0833,-101.5333,309.53,18,100,1.26,MX,1680477235
528,yozgat,39.5833,35.3333,280.91,85,99,2.17,TR,1680477235
529,rio gallegos,-51.6226,-69.2181,284.18,62,20,8.23,AR,1680477236
530,dunedin,-45.8742,170.5036,286.45,53,17,1.96,NZ,1680477237
531,bilma,18.6853,12.9164,296.87,7,87,3.15,NE,1680477237
532,klyuchi,52.2667,79.1667,269.75,46,88,1.9,RU,1680477238
533,beringovskiy,63.05,179.3167,268.52,85,99,4.03,RU,1680477239
534,mao,39.8885,4.2658,286.46,62,20,8.75,ES,1680477239
535,port lincoln,-34.7333,135.8667,291.5,57,61,3.09,AU,1680477239
536,abu zabad,12.35,29.25,296.1,11,40,4.76,SD,1680477240
537,yulara,-25.2406,130.9889,295.97,42,68,4.66,AU,1680477240
538,aswan,24.0934,32.907,294.08,19,34,3.81,EG,1680477240
539,kaeo,-35.1,173.7833,295.55,70,95,2.89,NZ,1680477241
540,chongoyape,-6.6406,-79.3892,299.23,83,99,1.86,PE,1680477241
541,shenzhen,22.5455,114.0683,294.87,92,86,5.01,CN,1680477242
542,serebryansk,49.6925,83.2892,262.18,84,18,1.62,KZ,1680477242
543,makakilo city,21.3469,-158.0858,299.33,75,0,3.6,US,1680477242
544,murchison,-41.8,172.3333,289.22,57,51,1.26,NZ,1680477039
545,olafsvik,64.8945,-23.7142,277.04,91,100,5.24,IS,1680477243
546,simpang,-1.2667,104.0833,296.12,97,100,0.96,ID,1680477243
547,lovozero,68.005,35.0117,261.54,96,88,2.56,RU,1680477244
548,zhaotong,27.3167,103.7167,283.2,67,0,2.91,CN,1680477244
549,almaznyy,48.0448,40.045,278.57,75,76,3.33,RU,1680477244
550,brus laguna,15.75,-84.4833,300.42,65,1,3.16,HN,1680477245
551,otjiwarongo,-20.4637,16.6477,292.2,53,62,1.53,NA,1680477245
552,sawakin,19.1059,37.3321,295.75,62,80,2.87,SD,1680477246
553,amberley,39.2048,-84.428,286.05,54,0,2.57,US,1680477246
554,san jose de ocoa,18.55,-70.5,295.81,73,0,1.67,DO,1680477246
555,lorengau,-2.0226,147.2712,301.2,77,99,2.82,PG,1680477247
556,balaipungut,1.05,101.2833,295.57,96,100,0.8,ID,1680477247
557,gwadar,25.1216,62.3254,297.53,68,15,5.66,PK,1680477247
558,alassio,44.0039,8.1671,290.09,49,37,4.19,IT,1680477248
559,hokitika,-42.7167,170.9667,288.22,60,55,1.35,NZ,1680476987
560,osmena,10.5208,119.9258,300.37,78,99,5.72,PH,1680477248
561,townsville,-19.25,146.8,299.64,78,40,4.12,AU,1680476952
562,japura,-0.3167,102.35,295.82,99,100,0.92,ID,1680477250
563,pleasanton,37.6624,-121.8747,288.37,64,100,7.72,US,1680477245
564,trapani,37.8333,12.6667,283.86,82,75,1.61,IT,1680477250
565,ciudad bolivar,8.1222,-63.5497,304.27,46,93,7.07,VE,1680477251
566,prieska,-29.6641,22.7474,294.12,35,99,3.63,ZA,1680477251
567,vanavara,60.34,102.2797,265.15,93,100,4.75,RU,1680477252
568,dalbandin,28.8947,64.4101,293.72,34,7,4.76,PK,1680477252
569,jutai,-5.1833,-68.9,295.98,92,76,1.02,BR,1680477075
570,mersing,2.4312,103.8405,297.21,90,90,1.48,MY,1680477253
571,yongan,39.6957,113.6871,279.95,90,100,3.09,CN,1680477253
572,kapustin yar,48.5831,45.7372,281.99,49,19,2.43,RU,1680477254
573,high level,58.5169,-117.136,269.87,75,100,3.47,CA,1680477254
574,lagos,6.5833,3.75,300.07,86,73,1.96,NG,1680477040
575,kenda,23.2,86.5333,297.29,39,41,1.64,IN,1680477254
576,kalabo,-14.97,22.6814,291.85,92,92,2.24,ZM,1680477255
577,yamada,39.4667,141.95,280.55,62,6,1.82,JP,1680477255
578,flinders,-34.5833,150.8552,295.4,79,57,0.89,AU,1680477256
579,smidovich,48.6,133.8167,282.09,57,28,2.27,RU,1680477256
580,bubaque,11.2833,-15.8333,298.77,78,2,7.0,GW,1680477257
